id,name,id_compteur,nom_compteur,sum_counts,date
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,3,2025-01-05 03:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,9,2025-01-05 04:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,2,2025-01-05 04:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,4,2025-01-05 05:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,6,2025-01-05 05:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,5,2025-01-05 06:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,1,2025-01-05 06:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,18,2025-01-05 07:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,7,2025-01-05 07:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,12,2025-01-05 08:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,18,2025-01-05 08:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,25,2025-01-05 09:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,17,2025-01-05 09:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,23,2025-01-05 10:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,43,2025-01-05 10:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,73,2025-01-05 11:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,43,2025-01-05 11:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,45,2025-01-05 12:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,49,2025-01-05 12:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,64,2025-01-05 13:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,72,2025-01-05 13:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,74,2025-01-05 14:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,74,2025-01-05 14:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,67,2025-01-05 15:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,111,2025-01-05 15:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,85,2025-01-05 16:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,67,2025-01-05 16:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,90,2025-01-05 17:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,36,2025-01-05 17:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,73,2025-01-05 18:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,28,2025-01-05 18:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,50,2025-01-05 19:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,23,2025-01-05 19:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,33,2025-01-05 20:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,34,2025-01-05 20:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,30,2025-01-05 21:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,16,2025-01-05 21:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,8,2025-01-05 22:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,19,2025-01-05 22:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,10,2025-01-05 23:00:00+00:00
